,Emotion,Text
583,fear,tender age friend left party proceeded walk dark secluded streets bad neighborhood find telephone (recent spate Horror Movie watching occurred)
584,joy,Jenny sat contented smile face interchange mother repressed irritation anger husband s remarks 
585,joy,text like 3 pages worth feelings amp reply shitty ass quotsorryquot gtgtgt #Sike
586,fear,Je suis le seul à la gare routière sans car à attendre alors que le mien dans 7 minutes
587,sad,  Yea doubt come New York antigun laws
588,joy,  :) RE: gt mention fresh destination provides dedicated room studio :P
589,joy,Time spent laughing time spent gods  Japanese Proverb
590,joy,babys coming home today (:
591,joy,work night homework time :/
592,sad,Away defence debate Dr Mowlam yesterday spoke despair growing homeless problem constituency 
593,joy,going miss 
594,sad,Iqam chosen lecture best friend not angry help him
595,sad,woman  job busy life  surprised find sad felt children left home quick succession 
596,fear,Loneliness cause bad effect expect lowest tolerance it want Im reading
597,joy,What Aint mo wine Jesus Pass water please thirsty #SHIFT
598,joy,Finally apartments right switched cable provider opened golf channel too
599,sad,meeting difficulties experiment  hardly 
601,anger,People broke computer figured wrong die house fire
602,fear,Mon prof dsvt est flippant
603,sad,soon home Ill ready campus
604,joy,Monday rolls around life school consist practice chiropractor
605,anger,  started stupid song orientated them
606,fear,Aggie looked horrified caught sight horse dung hobnailed boots 
607,anger,feeling big hatred boys younger right #dweebs
608,fear,  si anche quella non sono niente brava çç io il 20 ho ricevimenti generali con genitori D:
609,fear,scared went examination hall MSc examination studied limited partion course thoroughly great doubt asked
610,sad,cant sing right sore throat love song too
611,fear,horrible premonition Vince Young winning tonite stretch  Vick ends playing QB Jets year
612,anger,boyfriend promised game tennis rang saying going pub friends instead
613,sad,truth Mr Wolski sad  wish stay Zoo longer 
614,joy,’ excited  mother  Oh  new baby 
615,fear,  gotta feel  #sing anyway :) (Said me girl child soloist (I good  semipro)
616,fear,Mom  Dad  come room  think bed 
617,joy,  great holiday wknd ) Got love family moments Happy Birthday Grams #family
618,joy,  happy beloved birthday good orgy ur wonderful day n #husband
619,sad,weird friends class today #life #nostaligia
620,sad,walk town centre long invigorate short avoid getting miserable cold 
621,joy,  whoa got bargained asked cheese sauce good white bruddah Cookin lasagna
622,sad,news conference Royal Geographical Society London  described mental physical anguish 95day trek 
623,joy,achieved 6 University long string 3s 4s 5s (7 highest mark awarded 3 conceded pass)
624,sad,  tutta quella fantasia nel nuovo flyer farina di quale sacco
625,joy,Blasting   Dance tonight song brings :D
626,anger,text know read it text back #thatslife
627,anger,ohhhh stress guys waste time
628,sad,funeral friend killed car accident age friends present family etc
629,sad,Sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini
630,joy,estate agents overjoyed election result 
631,sad, heartbroken football life  
632,anger,Doctor looked offended 
633,joy,God tired hour 20 minutes left work school Oh   
634,anger,Scientists  sides noman s land  bitterly indignant points external influences 
635,fear,  Ah ouais daccord jimagine commence à avoir les mêmes à la maison
636,fear, remember fear exist mind  Dale Carnegie
637,joy,half day school today tomorrow going instead dr again back
638,joy,
640,sad,official miss golden brown hair
641,fear,Sneezing simultaneously farting
642,joy,OKsometimes finding takes lot effort times comes easily case use #mindfulness find #peace  #lifeisgood
643,sad,friend called home phoned know wanted told dialled wrong number
644,fear,nearly knocked cycling
645,anger,love waking wanting 50 13 year olds arm bar
646,joy,oh fuck YES brother moving = new room 4
647,joy,Life fun need grab goofy can
648,sad,American horror story wwhat HEAD
649,joy,God think handle lot
650,joy,great state elation 
651,joy,Seriously Matthew Atlas Listening quotTo Northquot EP repeat
652,sad,got exact mark 3 Arabic exams   5air 
653,joy,love burning hand 600 degree ovens
654,sad,hoy comprobé que cuando se esta en la oscuridad hasta la misma sombra lo abandona uno
655,fear,Ppl Think Getting Loud Suppose Heart Way
656,anger,0o wrote that b tired RT   #angure RT   damn red angure tweet
657,joy,Today day rejoice + glad it
658,sad,ik ben al vanaf 2 uur bezig voor school djeeez en hett nog wel vrijdag :O
659,sad,  feel pain man
660,joy,faith feet God wings
662,fear,“   afraid tomorrow seen yesterday love today #less quot
663,anger,sent book friend mine book meant lot lost it
664,anger, reminded morning 
665,anger,looked furious saw faces peering frantic signs close curtains 
666,joy,Ah getting mood week Great lineup workshops and important people ahead #people #web #futures
667,joy,Fucking late work
668,fear,hyenas crying noise window bedroom home preparing MCE examination night
670,fear,Il stand ns fight 10  run 1 no man 
671,anger,Haha im mad chick weave laptop  
672,fear,time arrived   strike hearts fans cant wait #Iwantwrestling
673,fear,Writing   Happy Monday presentation midnight Sunday sure happy be
674,sad,saw man scrubs shoes rain walking past crazy hospital
675,sad,love taste yummy food mom brought cant taste shit cause Im sick
676,sad,know  Ill  break painful naive 
677,sad,  AH shows coming up totally missed Woods thought it
678,sad,grandfathers died realized miss them
679,sad,  Congrats Also copy new book missing page quotSaunaquot chapter
681,sad,KpeleRT   Cant sleep n Im tired play dress up
682,anger,students working group showed responsibility interest work
684,sad,paid type attention Ryan Dunn However stumbled tribute special
686,anger,Empathy understanding 2 powerful diffusion tools #hr #conflict #leadership #management #teams
687,fear,words missing dictionary #imposible find lemme know meaning attached
688,joy,favourite past times waiting rain number 11 bus #birmingham
689,sad,spite  Burun felt depressed affair understand 
690,joy,honestly say think Ive shit exam
691,joy,Things brought 2day: 1Finding dont tonsillitis 2Discovering lunch office fridge 3This chocolate pudding cup
692,joy,  sunny tonight/tomorrow rainy 1 day work Im days bc Thanksgiving
693,sad,bed soo tired Cant up lots coursework Help #help #lovehashtags
694,fear,mother sister sitting sitting room watching film TV father came home drunk told turn off switched fuse started shouting sitting dark afraid harm
696,anger,wise direct problems  people focus #energies answers  #excuses
699,joy,Time family guy sleep tomorrow shop camcorder
700,anger,time let air tyres cycle
701,joy,mom decorating inside house today
702,anger,Serena torn sisterly love annoyance Stella s aggressive insecurity 
703,sad,saddened learn people  conference failed develop strategies action 
704,joy,removed lovely looking deeply hateful shoes feet #backtotrainers
705,joy,days feel smiles Thats today
706,joy,working hour wrists ached continuous chopping  filled immense exhilaration 
707,fear,Okay Im scared ghost come find me
708,fear,football match went home car friend drove realize drunk car madly racing times dangerous situations told cautious care
709,sad,feel love girl lives thousand miles away #women
710,joy,4 hour mobile software application security meeting awaits 
711,sad,feel like little kid adults here usually sister friends
712,fear,aim governments campaign wholly obedient question question: profits loses
713,anger,got low marks BSc final
714,joy,Saw TV China gold medals Asian Olympic
715,anger,marriage Osthryth  sister King Ecgfrith  inhibited bestowing royal favour Wilfrid Archbishop Theodore engineered reconciliation offended parties 686 
716,sad,Darling  cant stay days 
717,joy,greatest dancer life practice daily positive habits #fun #freedom #habits
718,fear,assume position expect
719,joy,basketball gonna break year
720,joy,field trip today
721,fear,heard joint time brick day  RT“  Drake gtgtgtgtgtgtgtgtgt”
722,joy,Lets skip finals CHRISTmas
723,anger,People resprcting opinion
724,anger,twitter include phrase hashtag sometimes
725,joy,elated  excited  world 
726,anger,farmer livid local National Park chop wood barbecue 
727,anger,find perfect journal article essay pay read it Arggggggggggggh
728,joy,hospital visited unexpected
729,anger,course  silly girl  went told  livid nt  
730,anger,idea  know thought curls hair 
731,joy,cant fully express JOY feel wholeheartedly returns smile quotA cheerful heart good medicinequot Proverbs 17:22a
732,joy,Great washer draining Guess Ive got project tomorrow
733,fear,B healthy early warning system keeps dangerbut important 2 let life B ruled fear
734,sad,  excited New Years day till remembered ☹ Ill
736,joy,birthday got present desired long time
737,joy,6 hours listening speak genetics
738,fear,cant force heartache amp regret mind Sorry enough #stockholm #insomnia #anxiety #depression
739,fear, Maeve s sharp eyes missed  husband looked exhausted  troubled  felt agitated 
740,joy,hour club tomorrow lt3
741,joy,select inspect letters inspec:  soundS tosome quotannoyquot way weigh alloy
742,joy,Ok  Ill Im 
743,joy,send amp future forth #today
744,joy,NEW DELUX EDITION   FEEL BREAK
745,sad,Lunch today consisted Starbucks Taco Bell reason belly hurts
746,sad,  bby plate :(
747,anger,knuckle hurts damn bad need control
748,sad,ARRRRRG Curse 3G Phone telling Product incompable phone :( iPhone
750,sad,moment realize actually moving walk airport #firstworldproblems
751,sad,tired Dx feeling bit down cause find earring studs Dx
752,joy,Time finish 5+ page papper ampamp study 8am exam tomorrow
753,fear,Sonny  alarmed deathly pallor halfsister s face  jumped trap driven furiously village doctor 
754,joy,    Wate skryf jul nog kt nu nt kla gmaakparty time
756,joy,‎1:58AM 6lb 15oz 20in Today welcome new baby boy family #family
757,sad,felt sad argument boyfriend felt understand point carrying relationship
758,joy,Hot water bottleagain
759,joy,Way great way start day Threw volunteer
760,sad,  Thats great think theyll replace ref complaint normal person Sad true
761,joy,God refuge amp strength present help times trouble times Im afraid trust Him Psalms
762,sad,Sitting looking episodes Season 4 True Blood missed season :(
763,joy,Hearing xmas music gets spirit
764,joy,Finally got fish tank look
766,sad,Ill wait tomorrow afternoon buy stuff work morning
767,sad,grandfathers death
768,joy,convince time bad happen  finally  solved  eating problems  short time felt jubilant  relieved ecstatic 
769,fear,Theres mysterious ticking noise bed puppet pals kind #scared
770,fear,  lol absolutely ilk need details #time #culture
